Country Name,Country Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Central Europe and the Baltics,CEB,91401764.0,92232738.0,93009498.0,93840016.0,94715795.0,95440988.0,96146336.0,97043270.0,97884022.0,98606630.0,99134548.0,99635258.0,100357161.0,101112680.0,101939916.0,102860571.0,103776068.0,104616884.0,105329397.0,105948616.0,106541316.0,107129392.0,107730380.0,108297837.0,108838073.0,109338285.0,109824166.0,110296425.0,110686740.0,110801640.0,110743128.0,110469467.0,110111454.0,110041924.0,110021594.0,109864246.0,109626194.0,109422013.0,109238340.0,109060951.0,108447824.0,107660041.0,106959751.0,106624167.0,106331716.0,106041911.0,105772481.0,105378748.0,105001883.0,104800475.0,104421447.0,104174038.0,103935318.0,103713726.0,103496179.0,103257886.0,102994278.0,102740078.0,102538451.0,102398537.0,102180124.0,101413157.0,100108262.0,100156608.0
Switzerland,CHE,5327827.0,5434294.0,5573815.0,5694247.0,5789228.0,5856472.0,5918002.0,5991785.0,6067714.0,6136387.0,6180877.0,6213399.0,6260956.0,6307347.0,6341405.0,6338632.0,6302504.0,6281174.0,6281738.0,6294365.0,6319408.0,6354074.0,6391309.0,6418773.0,6441865.0,6470365.0,6504124.0,6545106.0,6593386.0,6646912.0,6715519.0,6799978.0,6875364.0,6938265.0,6993795.0,7040687.0,7071850.0,7088906.0,7110001.0,7143991.0,7184250.0,7229854.0,7284753.0,7339001.0,7389625.0,7437115.0,7483934.0,7551117.0,7647675.0,7743831.0,7824909.0,7912398.0,7996861.0,8089346.0,8188649.0,8282396.0,8373338.0,8451840.0,8514329.0,8575280.0,8638167.0,8704546.0,8775760.0,8849852.0
Channel Islands,CHI,109186.0,110225.0,111281.0,112410.0,113596.0,114832.0,116116.0,117430.0,118707.0,119884.0,121003.0,122162.0,123348.0,124465.0,125486.0,126393.0,127052.0,127425.0,127667.0,127850.0,127984.0,128510.0,129614.0,130881.0,132154.0,133450.0,134808.0,136264.0,137765.0,139228.0,140601.0,141557.0,142011.0,142291.0,142466.0,142559.0,142898.0,143549.0,144211.0,144811.0,145306.0,146044.0,147167.0,148341.0,149538.0,150763.0,151985.0,153225.0,154475.0,155721.0,156933.0,157819.0,158621.0,159794.0,160912.0,162190.0,163721.0,165215.0,167259.0,169410.0,171113.0,172683.0,174079.0,175346.0
Chile,CHL,8141820.0,8313535.0,8486120.0,8656006.0,8825046.0,8994936.0,9161649.0,9326268.0,9491502.0,9656299.0,9820481.0,9984378.0,10145765.0,10307842.0,10472743.0,10639531.0,10804869.0,10969861.0,11137748.0,11304331.0,11469828.0,11637613.0,11807408.0,11976513.0,12147758.0,12326396.0,12514502.0,12712784.0,12918389.0,13128619.0,13342868.0,13561945.0,13782297.0,13998386.0,14210674.0,14416796.0,14615483.0,14809289.0,14996742.0,15176410.0,15351799.0,15523978.0,15693790.0,15859112.0,16017966.0,16175311.0,16334575.0,16495538.0,16661462.0,16833447.0,17004162.0,17173573.0,17341771.0,17509925.0,17687108.0,17870124.0,18083879.0,18368577.0,18701450.0,19039485.0,19300315.0,19493184.0,19603733.0,19629590.0
China,CHN,667070000.0,660330000.0,665770000.0,682335000.0,698355000.0,715185000.0,735400000.0,754550000.0,774510000.0,796025000.0,818315000.0,841105000.0,862030000.0,881940000.0,900350000.0,916395000.0,930685000.0,943455000.0,956165000.0,969005000.0,981235000.0,993885000.0,1008630000.0,1023310000.0,1036825000.0,1051040000.0,1066790000.0,1084035000.0,1101630000.0,1118650000.0,1135185000.0,1150780000.0,1164970000.0,1178440000.0,1191835000.0,1204855000.0,1217550000.0,1230075000.0,1241935000.0,1252735000.0,1262645000.0,1271850000.0,1280400000.0,1288400000.0,1296075000.0,1303720000.0,1311020000.0,1317885000.0,1324655000.0,1331260000.0,1337705000.0,1345035000.0,1354190000.0,1363240000.0,1371860000.0,1379860000.0,1387790000.0,1396215000.0,1402760000.0,1407745000.0,1411100000.0,1412360000.0,1412175000.0,1410710000.0
Cote d'Ivoire,CIV,3708661.0,3848336.0,3998287.0,4156453.0,4321368.0,4492890.0,4671196.0,4856689.0,5050106.0,5255149.0,5477086.0,5718867.0,5979984.0,6257373.0,6548923.0,6853981.0,7142690.0,7415900.0,7700816.0,7996368.0,8303810.0,8621621.0,8948119.0,9282050.0,9621405.0,9964075.0,10309440.0,10663498.0,11043193.0,11462943.0,11910540.0,12369269.0,12838314.0,13316448.0,13802285.0,14299727.0,14810946.0,15335453.0,15858990.0,16345894.0,16799670.0,17245468.0,17683897.0,18116451.0,18544903.0,18970215.0,19394057.0,19817700.0,20244449.0,20677762.0,21120042.0,21562914.0,22010712.0,22469268.0,22995555.0,23596741.0,24213622.0,24848016.0,25493988.0,26147551.0,26811790.0,27478249.0,28160542.0,28873034.0
Cameroon,CMR,5117608.0,5200355.0,5303841.0,5427511.0,5556209.0,5690086.0,5829580.0,5975087.0,6127193.0,6286232.0,6452787.0,6627350.0,6809468.0,6998688.0,7194697.0,7397417.0,7598028.0,7796825.0,8013279.0,8243377.0,8519891.0,8829048.0,9046986.0,9240672.0,9508570.0,9804254.0,10112712.0,10433905.0,10759573.0,11089222.0,11430520.0,11777719.0,12128604.0,12486773.0,12848862.0,13211647.0,13575324.0,13941181.0,14314599.0,14698973.0,15091594.0,15493253.0,15914033.0,16354326.0,16809407.0,17275171.0,17751333.0,18251866.0,18777081.0,19319274.0,19878036.0,20448873.0,21032684.0,21632850.0,22299585.0,23012646.0,23711630.0,24393181.0,25076747.0,25782341.0,26491087.0,27198628.0,27914536.0,28647293.0
"Congo, Dem. Rep.",COD,15276558.0,15673284.0,16086084.0,16517995.0,16965855.0,17438254.0,17941738.0,18472105.0,19022799.0,19583123.0,20151733.0,20712952.0,21273409.0,21853906.0,22448415.0,23052715.0,23655016.0,24256464.0,25015244.0,25902760.0,26708686.0,27457783.0,28219219.0,29005175.0,29879852.0,30800051.0,31725132.0,32712574.0,33750052.0,34825891.0,35987541.0,37194812.0,38332302.0,39580844.0,41511985.0,43285791.0,44118709.0,44822198.0,45895524.0,47227238.0,48616317.0,50106657.0,51662071.0,53205639.0,54815607.0,56550247.0,58381630.0,60289422.0,62249724.0,64270232.0,66391257.0,68654269.0,70997870.0,73460021.0,76035588.0,78656904.0,81430977.0,84283273.0,87087355.0,89906890.0,92853164.0,95894118.0,99010212.0,102262808.0
"Congo, Rep.",COG,1055693.0,1083431.0,1112348.0,1142600.0,1174269.0,1207412.0,1242116.0,1278312.0,1316130.0,1355699.0,1396989.0,1440159.0,1485274.0,1532069.0,1580280.0,1624935.0,1665418.0,1706181.0,1747207.0,1788218.0,1829256.0,1870540.0,1911634.0,1951851.0,2001739.0,2062555.0,2124863.0,2188654.0,2253336.0,2319177.0,2385435.0,2452675.0,2520958.0,2594168.0,2669220.0,2742309.0,2816595.0,2875037.0,2937166.0,3016659.0,3134030.0,3254101.0,3331158.0,3424653.0,3543012.0,3672839.0,3813323.0,3956329.0,4089602.0,4257230.0,4437884.0,4584216.0,4713257.0,4828066.0,4944861.0,5064386.0,5186824.0,5312340.0,5441062.0,5570733.0,5702174.0,5835806.0,5970424.0,6106869.0
Colombia,COL,15687688.0,16182414.0,16691282.0,17210956.0,17739754.0,18275814.0,18811407.0,19343961.0,19872503.0,20392264.0,20905254.0,21405413.0,21898055.0,22396318.0,22897871.0,23403731.0,23913002.0,24443926.0,25003608.0,25579323.0,26176195.0,26785982.0,27405194.0,28042329.0,28689032.0,29326260.0,29960101.0,30603048.0,31256727.0,31923117.0,32601393.0,33272628.0,33939039.0,34614735.0,35295461.0,35970101.0,36632573.0,37291946.0,37944414.0,38585033.0,39215135.0,39837875.0,40454050.0,41057687.0,41648268.0,42220940.0,42772910.0,43306582.0,43815313.0,44313917.0,44816108.0,45308899.0,45782417.0,46237930.0,46677947.0,47119728.0,47625955.0,48351671.0,49276961.0,50187406.0,50930662.0,51516562.0,51874024.0,52085168.0
Comoros,COM,194852.0,198617.0,202527.0,206546.0,210665.0,214939.0,219369.0,224321.0,229971.0,236002.0,242351.0,249066.0,256187.0,263728.0,271719.0,280036.0,288810.0,298152.0,307938.0,318123.0,328328.0,337986.0,347053.0,356137.0,365664.0,375650.0,386068.0,396887.0,408070.0,419584.0,431119.0,442277.0,452990.0,463318.0,473478.0,483760.0,494288.0,505033.0,515959.0,526443.0,536758.0,547741.0,559047.0,570130.0,581154.0,592683.0,604658.0,616899.0,629470.0,642493.0,656024.0,670071.0,684553.0,699393.0,714612.0,730216.0,746232.0,761664.0,776313.0,790986.0,806166.0,821625.0,836774.0,852075.0
Cabo Verde,CPV,209849.0,214788.0,221484.0,228814.0,236362.0,244156.0,252238.0,260648.0,269408.0,278524.0,287262.0,293505.0,296818.0,299191.0,301682.0,304375.0,307015.0,309389.0,311685.0,313995.0,317234.0,321634.0,326319.0,330971.0,335473.0,339874.0,344271.0,348718.0,353233.0,358150.0,364563.0,372721.0,381947.0,391749.0,401655.0,411382.0,421007.0,430654.0,440214.0,449627.0,458251.0,465958.0,473231.0,480089.0,486583.0,492827.0,498884.0,504733.0,510336.0,515638.0,521212.0,527521.0,533864.0,539940.0,546076.0,552166.0,558394.0,564954.0,571202.0,577030.0,582640.0,587925.0,593149.0,598682.0
Costa Rica,CRI,1346302.0,1396138.0,1447037.0,1498647.0,1550661.0,1602736.0,1654619.0,1706062.0,1756333.0,1805968.0,1855697.0,1905486.0,1955547.0,2006247.0,2058235.0,2111850.0,2167544.0,2225630.0,2286210.0,2349258.0,2414303.0,2481334.0,2550780.0,2622532.0,2696200.0,2771463.0,2847849.0,2924595.0,3001461.0,3079001.0,3158253.0,3239414.0,3321939.0,3405372.0,3489152.0,3572856.0,3656234.0,3739421.0,3821421.0,3901430.0,3979193.0,4053222.0,4122623.0,4188610.0,4252800.0,4315887.0,4378172.0,4440019.0,4501921.0,4563127.0,4622252.0,4679926.0,4736593.0,4791535.0,4844288.0,4895242.0,4945205.0,4993842.0,5040734.0,5084532.0,5123105.0,5153957.0,5180829.0,5212173.0
Caribbean small states,CSS,1719747.0,1760647.0,1801140.0,1842018.0,1882012.0,1920806.0,1959063.0,1996792.0,2034050.0,2070611.0,2105333.0,2137603.0,2161722.0,2178240.0,2193773.0,2209263.0,2225099.0,2240643.0,2255168.0,2267669.0,2280663.0,2295232.0,2309508.0,2323503.0,2337040.0,2350145.0,2362152.0,2371752.0,2380933.0,2390808.0,2399288.0,2412122.0,2432356.0,2453739.0,2476169.0,2502323.0,2530137.0,2557844.0,2585353.0,2612065.0,2637733.0,2662831.0,2687634.0,2712172.0,2735176.0,2756536.0,2777604.0,2798623.0,2819748.0,2840648.0,2860236.0,2878168.0,2898802.0,2922026.0,2945840.0,2969980.0,2993247.0,3016651.0,3058106.0,3090374.0,3106185.0,3128519.0,3147057.0,3167738.0
Cuba,CUB,7267395.0,7418518.0,7574265.0,7736352.0,7902286.0,8067651.0,8230450.0,8390962.0,8550286.0,8709654.0,8869636.0,9025709.0,9169289.0,9297924.0,9413105.0,9514305.0,9600862.0,9672546.0,9729986.0,9774711.0,9809107.0,9848560.0,9908874.0,9984591.0,10065539.0,10149044.0,10235480.0,10326910.0,10425433.0,10527187.0,10626680.0,10713812.0,10783748.0,10840934.0,10887207.0,10926703.0,10963031.0,10998129.0,11033758.0,11070094.0,11105791.0,11139127.0,11170051.0,11199217.0,11225294.0,11246114.0,11260630.0,11269887.0,11276609.0,11283185.0,11290417.0,11298710.0,11309290.0,11321579.0,11332026.0,11339894.0,11342012.0,11336405.0,11328244.0,11316697.0,11300698.0,11256372.0,11212191.0,11194449.0
Curacao,CUW,124826.0,126125.0,128414.0,130860.0,133148.0,135266.0,136682.0,138140.0,140298.0,142581.0,144739.0,147389.0,147710.0,146912.0,148351.0,149129.0,149399.0,149459.0,148341.0,147851.0,148041.0,148629.0,150101.0,151159.0,151940.0,152711.0,152662.0,151456.0,149254.0,146937.0,145400.0,144403.0,143912.0,144299.0,144630.0,145139.0,146306.0,146956.0,144472.0,139428.0,133860.0,129047.0,129205.0,131897.0,134192.0,137658.0,141239.0,144056.0,145880.0,146833.0,148703.0,150831.0,152088.0,153822.0,155909.0,157980.0,159664.0,160175.0,159336.0,157441.0,154947.0,152369.0,149996.0,147862.0
Cayman Islands,CYM,8473.0,8626.0,8799.0,8985.0,9172.0,9366.0,9566.0,9771.0,9981.0,10181.0,10533.0,11117.0,11778.0,12443.0,13118.0,13791.0,14456.0,15116.0,15746.0,16378.0,17100.0,17904.0,18729.0,19572.0,20433.0,21313.0,22195.0,23075.0,23956.0,24888.0,26027.0,27340.0,28677.0,30038.0,31418.0,32802.0,34194.0,35579.0,36947.0,38295.0,39658.0,41054.0,42456.0,43862.0,45286.0,46727.0,48177.0,49647.0,51123.0,52602.0,54074.0,55492.0,56860.0,58212.0,59559.0,60911.0,62255.0,63581.0,64884.0,66134.0,67311.0,68136.0,68706.0,69310.0
Cyprus,CYP,585725.0,594771.0,601095.0,607072.0,612338.0,617345.0,622566.0,627695.0,632452.0,636821.0,640804.0,644413.0,647620.0,650705.0,648585.0,644982.0,648868.0,656414.0,663975.0,671611.0,679327.0,687170.0,696227.0,707477.0,719678.0,731664.0,743446.0,755021.0,766412.0,777592.0,788500.0,799061.0,810431.0,825986.0,844444.0,862418.0,880058.0,897471.0,914660.0,931600.0,948237.0,964830.0,982194.0,1000350.0,1018684.0,1037062.0,1055438.0,1073873.0,1092390.0,1110974.0,1129686.0,1145086.0,1156556.0,1166968.0,1176995.0,1187280.0,1197881.0,1208523.0,1218831.0,1228836.0,1237537.0,1244188.0,1251488.0,1260138.0
Czechia,CZE,9602006.0,9586651.0,9624660.0,9670685.0,9727804.0,9779358.0,9821040.0,9852899.0,9876346.0,9896580.0,9858071.0,9826815.0,9867632.0,9922266.0,9988459.0,10058620.0,10125939.0,10186755.0,10242098.0,10292341.0,10304193.0,10300591.0,10314826.0,10323856.0,10330213.0,10337118.0,10342227.0,10347318.0,10355276.0,10361068.0,10333355.0,10308578.0,10319123.0,10329855.0,10333587.0,10327253.0,10315241.0,10304131.0,10294373.0,10283860.0,10255063.0,10216605.0,10196916.0,10193998.0,10197101.0,10211216.0,10238905.0,10298828.0,10384603.0,10443936.0,10474410.0,10496088.0,10510785.0,10514272.0,10525347.0,10546059.0,10566332.0,10594438.0,10629928.0,10671870.0,10697858.0,10505772.0,10672118.0,10873689.0
Germany,DEU,72814900.0,73377632.0,74025784.0,74714353.0,75318337.0,75963695.0,76600311.0,76951336.0,77294314.0,77909682.0,78169289.0,78312842.0,78688452.0,78936666.0,78967433.0,78673554.0,78336950.0,78159814.0,78091820.0,78126350.0,78288576.0,78407907.0,78333366.0,78128282.0,77858685.0,77684873.0,77720436.0,77839920.0,78144619.0,78751283.0,79433029.0,80013896.0,80624598.0,81156363.0,81438348.0,81678051.0,81914831.0,82034771.0,82047195.0,82100243.0,82211508.0,82349925.0,82488495.0,82534176.0,82516260.0,82469422.0,82376451.0,82266372.0,82110097.0,81902307.0,81776930.0,80274983.0,80425823.0,80645605.0,80982500.0,81686611.0,82348669.0,82657002.0,82905782.0,83092962.0,83160871.0,83196078.0,83797985.0,84482267.0
Djibouti,DJI,85940.0,89270.0,93122.0,97670.0,102945.0,108772.0,114874.0,121168.0,127668.0,135390.0,144379.0,154225.0,165234.0,177327.0,191389.0,208582.0,229304.0,253083.0,278425.0,302856.0,324121.0,341316.0,355110.0,367726.0,382156.0,400709.0,424286.0,452272.0,482337.0,521104.0,577173.0,628521.0,623197.0,611231.0,623477.0,629619.0,644649.0,667786.0,694920.0,719371.0,742033.0,765490.0,789129.0,806411.0,818373.0,830861.0,846947.0,865196.0,882886.0,901103.0,919199.0,936811.0,954297.0,971753.0,989087.0,1006259.0,1023261.0,1040233.0,1057198.0,1073994.0,1090156.0,1105557.0,1120849.0,1136455.0
Dominica,DMA,59379.0,60395.0,61224.0,62031.0,62843.0,63744.0,64728.0,65760.0,66865.0,68007.0,68895.0,69430.0,69870.0,70334.0,70822.0,71300.0,71748.0,72142.0,72478.0,72768.0,72978.0,72932.0,72626.0,72269.0,71936.0,71596.0,71215.0,70808.0,70397.0,69975.0,69481.0,69141.0,69112.0,69169.0,69198.0,69201.0,69166.0,69081.0,68938.0,68698.0,68346.0,68153.0,68262.0,68442.0,68574.0,68674.0,68742.0,68775.0,68782.0,68787.0,68755.0,68742.0,68888.0,68819.0,69371.0,70007.0,70075.0,70403.0,70823.0,71428.0,71995.0,72412.0,72737.0,73040.0
Denmark,DNK,4579603.0,4611687.0,4647727.0,4684483.0,4722072.0,4759012.0,4797381.0,4835354.0,4864883.0,4891860.0,4928757.0,4963126.0,4991596.0,5021861.0,5045297.0,5059862.0,5072596.0,5088419.0,5104248.0,5116801.0,5123027.0,5121572.0,5117810.0,5114297.0,5111619.0,5113691.0,5120534.0,5127024.0,5129516.0,5132594.0,5140939.0,5154298.0,5171370.0,5188628.0,5206180.0,5233373.0,5263074.0,5284991.0,5304219.0,5321799.0,5339616.0,5358783.0,5375931.0,5390574.0,5404523.0,5419432.0,5437272.0,5461438.0,5493621.0,5523095.0,5547683.0,5570572.0,5591572.0,5614932.0,5643475.0,5683483.0,5728010.0,5764980.0,5793636.0,5814422.0,5831404.0,5856733.0,5903037.0,5946952.0
Dominican Republic,DOM,3298021.0,3408415.0,3521164.0,3635798.0,3752313.0,3868712.0,3987090.0,4108916.0,4230877.0,4352954.0,4475871.0,4599841.0,4724801.0,4851183.0,4978582.0,5106453.0,5235318.0,5365074.0,5495443.0,5625864.0,5755800.0,5885244.0,6014979.0,6147213.0,6282104.0,6417798.0,6554325.0,6692720.0,6834207.0,6980033.0,7129004.0,7278402.0,7427340.0,7576074.0,7723934.0,7869753.0,8012314.0,8150076.0,8282126.0,8411374.0,8540791.0,8669040.0,8795101.0,8919852.0,9043127.0,9164768.0,9284168.0,9402206.0,9522948.0,9648061.0,9775755.0,9903737.0,10030882.0,10157051.0,10282115.0,10405832.0,10527592.0,10647244.0,10765531.0,10881882.0,10999664.0,11117873.0,11228821.0,11332972.0
Algeria,DZA,11394307.0,11598608.0,11778260.0,11969451.0,12179099.0,12381256.0,12613389.0,12897115.0,13190975.0,13491016.0,13795915.0,14110271.0,14439748.0,14786469.0,15153602.0,15724692.0,16500516.0,17134192.0,17632645.0,18166981.0,18739378.0,19351357.0,20000096.0,20682111.0,21393530.0,22132905.0,22882553.0,23586101.0,24243018.0,24889507.0,25518074.0,26133905.0,26748303.0,27354327.0,27937006.0,28478022.0,28984634.0,29476031.0,29924668.0,30346083.0,30774621.0,31200985.0,31624696.0,32055883.0,32510186.0,32956690.0,33435080.0,33983827.0,34569592.0,35196037.0,35856344.0,36543541.0,37260563.0,38000626.0,38760168.0,39543154.0,40339329.0,41136546.0,41927007.0,42705368.0,43451666.0,44177969.0,44903225.0,45606480.0
East Asia & Pacific (excluding high income),EAP,896452801.0,895982616.0,907849084.0,931103981.0,953977437.0,977483065.0,1004323080.0,1030442864.0,1057583766.0,1086447495.0,1116170774.0,1146513513.0,1175144020.0,1202800072.0,1228896581.0,1252472762.0,1274251072.0,1294846389.0,1315749587.0,1336881495.0,1357568923.0,1378929135.0,1402542074.0,1426243031.0,1448866962.0,1472135650.0,1496876017.0,1523084914.0,1549637871.0,1575635488.0,1601222039.0,1625888128.0,1649237070.0,1671930685.0,1694403785.0,1716310165.0,1737842789.0,1759202933.0,1779768710.0,1798994292.0,1816986829.0,1834082049.0,1850453077.0,1866220978.0,1881541652.0,1896768430.0,1911702057.0,1926287101.0,1940749039.0,1955023279.0,1969168373.0,1984249541.0,2001246209.0,2018050656.0,2034247084.0,2049740052.0,2065155186.0,2080901482.0,2094506990.0,2106374009.0,2116360715.0,2123610397.0,2129094071.0,2133652241.0
Early-demographic dividend,EAR,979461502.0,1004319366.0,1029962253.0,1056327420.0,1083430197.0,1110603410.0,1137875812.0,1166092667.0,1195278339.0,1225287413.0,1255661025.0,1285672098.0,1316555228.0,1349249410.0,1382608576.0,1416414404.0,1450710647.0,1485833546.0,1521983049.0,1559348459.0,1598348344.0,1639825731.0,1682434337.0,1724928292.0,1767765290.0,1811272313.0,1855624329.0,1900589995.0,1946149314.0,1992092223.0,2041043553.0,2088580891.0,2134566607.0,2179380224.0,2223076958.0,2267616622.0,2314334474.0,2361095210.0,2407186134.0,2452952807.0,2499206970.0,2545843129.0,2591204247.0,2635731526.0,2680567394.0,2725013738.0,2769421149.0,2813790790.0,2857587007.0,2901329923.0,2946285613.0,2991403487.0,3035159632.0,3078407213.0,3121656203.0,3165214886.0,3208369547.0,3250752755.0,3292896609.0,3334561751.0,3374383528.0,3411268373.0,3447398652.0,3486290439.0
East Asia & Pacific,EAS,1043333636.0,1045203037.0,1059600211.0,1085398906.0,1110819272.0,1136927045.0,1166227679.0,1194567141.0,1224255729.0,1255933616.0,1288490485.0,1322732627.0,1354211283.0,1384704173.0,1413718269.0,1439944265.0,1464087148.0,1486953865.0,1510060320.0,1533514709.0,1556403010.0,1580048609.0,1605925794.0,1631735726.0,1656258164.0,1681267266.0,1707611028.0,1735427884.0,1763555005.0,1791156275.0,1818247576.0,1844603995.0,1869453624.0,1893594516.0,1917553356.0,1940892820.0,1964042971.0,1986768093.0,2008680261.0,2028993034.0,2048148696.0,2066530023.0,2083969920.0,2100610344.0,2116651449.0,2132517760.0,2148405823.0,2164155292.0,2179914111.0,2195169711.0,2210203758.0,2225992094.0,2243776727.0,2261274500.0,2278232287.0,2294507020.0,2310721864.0,2327132966.0,2341383691.0,2353856866.0,2363934334.0,2370214403.0,2375208613.0,2380601170.0
Europe & Central Asia (excluding high income),ECA,128004868.0,130820612.0,133624232.0,136412403.0,139183218.0,141850212.0,144532646.0,147243299.0,149917246.0,152495588.0,154904402.0,157302537.0,159769903.0,162210682.0,164636799.0,167025422.0,169417382.0,171856019.0,174295734.0,176711498.0,179134330.0,181605180.0,184101787.0,186767082.0,189482130.0,192169372.0,194943688.0,197778590.0,200590588.0,202941311.0,205274329.0,207469747.0,209295467.0,210691828.0,211613719.0,212235863.0,213252888.0,214167783.0,214788022.0,215247930.0,216002444.0,216892662.0,217808502.0,218779991.0,219860219.0,220987094.0,222181747.0,223150949.0,224757863.0,226581984.0,228742156.0,230906639.0,232735642.0,234709774.0,236718663.0,238848390.0,240976831.0,243006453.0,245052675.0,247195931.0,248913167.0,250663105.0,246915820.0,247474425.0
Europe & Central Asia,ECS,666316810.0,674006055.0,681853980.0,689723879.0,697597298.0,705266930.0,712106610.0,718908748.0,725472765.0,731807369.0,737417742.0,742980383.0,749108833.0,755028396.0,760712783.0,766207613.0,771636189.0,776969009.0,782276619.0,787563097.0,792958926.0,798163948.0,802960230.0,807615842.0,812473775.0,817419352.0,822539979.0,827779053.0,833073833.0,837911059.0,842133494.0,846468500.0,849923742.0,852844448.0,855003604.0,856623954.0,858323941.0,859830347.0,861000616.0,861975173.0,862909497.0,864048235.0,865618646.0,867833353.0,870382097.0,873001450.0,875680116.0,878472460.0,882068986.0,885603905.0,889077806.0,891273900.0,894705970.0,898764759.0,902938502.0,907094808.0,911173722.0,914748588.0,918181600.0,921212388.0,923384672.0,924168763.0,920988359.0,923929755.0
Ecuador,ECU,4618158.0,4751507.0,4890425.0,5034334.0,5183283.0,5337351.0,5495761.0,5658446.0,5825663.0,5997037.0,6172215.0,6350944.0,6533630.0,6720443.0,6911123.0,7105786.0,7304349.0,7506665.0,7712718.0,7922490.0,8135845.0,8352602.0,8572607.0,8795873.0,9022979.0,9254311.0,9490096.0,9729376.0,9969788.0,10210185.0,10449837.0,10686279.0,10914222.0,11132829.0,11347652.0,11561683.0,11775221.0,11987838.0,12199693.0,12412046.0,12626507.0,12845521.0,13070609.0,13301184.0,13534593.0,13770012.0,14009061.0,14251835.0,14496797.0,14742766.0,14989585.0,15237728.0,15483883.0,15722989.0,15957994.0,16195902.0,16439585.0,16696944.0,17015672.0,17343740.0,17588595.0,17797737.0,18001000.0,18190484.0
"Egypt, Arab Rep.",EGY,27034499.0,27747867.0,28485022.0,29245936.0,30026648.0,30818469.0,31613132.0,32408414.0,33204629.0,33995955.0,34781986.0,35555969.0,36330768.0,37120776.0,37930374.0,38775584.0,39649050.0,40577356.0,41576636.0,42632458.0,43748556.0,44899573.0,46088647.0,47353665.0,48676443.0,50035843.0,51424313.0,52841319.0,54298446.0,55765843.0,57214630.0,58611032.0,59989142.0,61382200.0,62775847.0,64166908.0,65565195.0,66993728.0,68446011.0,69907887.0,71371371.0,72854261.0,74393759.0,75963322.0,77522427.0,79075310.0,80629670.0,82218755.0,83844783.0,85501064.0,87252413.0,89200054.0,91240376.0,93377890.0,95592324.0,97723799.0,99784030.0,101789386.0,103740765.0,105618671.0,107465134.0,109262178.0,110990103.0,112716598.0
Euro area,EMU,269385168.0,271727867.0,274105087.0,276517540.0,278953378.0,281432987.0,283803777.0,285908171.0,287907506.0,289911679.0,291544661.0,293192129.0,295189531.0,297059919.0,298719155.0,300215183.0,301525335.0,302746591.0,304018977.0,305309331.0,306668989.0,307893389.0,308788172.0,309428033.0,309939418.0,310521622.0,311282260.0,312125526.0,313147164.0,314457467.0,315870845.0,317411362.0,318746422.0,320056200.0,321026530.0,321810273.0,322570180.0,323308056.0,323978576.0,324784751.0,325792924.0,326862028.0,328443707.0,330208234.0,332006792.0,333709006.0,335250759.0,336971054.0,338599969.0,339682801.0,340467048.0,339722971.0,340450693.0,341584506.0,342725321.0,343718279.0,344683796.0,345370612.0,346153001.0,346517987.0,346961127.0,346942960.0,348331552.0,350357398.0
Eritrea,ERI,993568.0,1016932.0,1041552.0,1067295.0,1094042.0,1121739.0,1150264.0,1179554.0,1209602.0,1240562.0,1272748.0,1306234.0,1340838.0,1376516.0,1413220.0,1450867.0,1489656.0,1529802.0,1571193.0,1613829.0,1657982.0,1703789.0,1751045.0,1799814.0,1849594.0,1899243.0,1949611.0,2000355.0,2051546.0,2102131.0,2149960.0,2039220.0,1921153.0,1981419.0,2042500.0,2157220.0,2264073.0,2291561.0,2322753.0,2356477.0,2392880.0,2461927.0,2547424.0,2653390.0,2763140.0,2831732.0,2880093.0,2926168.0,3005779.0,3083888.0,3147727.0,3207570.0,3252596.0,3296367.0,3323425.0,3340006.0,3365287.0,3396933.0,3445374.0,3498818.0,3555868.0,3620312.0,3684032.0,3748901.0
Spain,ESP,30455000.0,30739250.0,31023366.0,31296651.0,31609195.0,31954292.0,32283194.0,32682947.0,33113134.0,33441054.0,33814531.0,34224490.0,34604469.0,34988947.0,35373335.0,35757900.0,36137812.0,36511638.0,36864898.0,37191330.0,37491165.0,37758631.0,37986012.0,38171525.0,38330364.0,38469512.0,38584624.0,38684815.0,38766939.0,38827764.0,38867322.0,38966376.0,39157685.0,39361262.0,39549108.0,39724050.0,39889852.0,40057389.0,40223509.0,40386875.0,40567864.0,40850412.0,41431558.0,42187645.0,42921895.0,43653155.0,44397319.0,45226803.0,45954106.0,46362946.0,46576897.0,46742697.0,46773055.0,46620045.0,46480882.0,46444832.0,46484062.0,46593236.0,46797754.0,47134837.0,47365655.0,47415794.0,47778340.0,48373336.0
